,ID_MUNICIP,Idade,Casos,CO_MUN_NOT
12086,ERECHIM,"(80, 99]",15.0,430700.0
12087,ERERE,"(0, 5]",0.0,230427.0
12088,ERERE,"(5, 10]",0.0,230427.0
12089,ERERE,"(10, 15]",0.0,230427.0
12090,ERERE,"(15, 20]",0.0,230427.0
12091,ERERE,"(20, 25]",0.0,230427.0
12092,ERERE,"(25, 30]",0.0,230427.0
12093,ERERE,"(30, 35]",0.0,230427.0
12094,ERERE,"(35, 40]",0.0,230427.0
12095,ERERE,"(40, 45]",0.0,230427.0
12096,ERERE,"(45, 50]",0.0,230427.0
12097,ERERE,"(50, 55]",0.0,230427.0
12098,ERERE,"(55, 60]",0.0,230427.0
12099,ERERE,"(60, 65]",1.0,230427.0
12100,ERERE,"(65, 70]",0.0,230427.0
12101,ERERE,"(70, 75]",0.0,230427.0
12102,ERERE,"(75, 80]",0.0,230427.0
12103,ERERE,"(80, 99]",4.0,230427.0
12104,ERVALIA,"(0, 5]",0.0,312400.0
12105,ERVALIA,"(5, 10]",0.0,312400.0
12106,ERVALIA,"(10, 15]",0.0,312400.0
12107,ERVALIA,"(15, 20]",0.0,312400.0
12108,ERVALIA,"(20, 25]",0.0,312400.0
12109,ERVALIA,"(25, 30]",0.0,312400.0
12110,ERVALIA,"(30, 35]",1.0,312400.0
12111,ERVALIA,"(35, 40]",0.0,312400.0
12112,ERVALIA,"(40, 45]",0.0,312400.0
12113,ERVALIA,"(45, 50]",1.0,312400.0
12114,ERVALIA,"(50, 55]",0.0,312400.0
12115,ERVALIA,"(55, 60]",1.0,312400.0
12116,ERVALIA,"(60, 65]",1.0,312400.0
12117,ERVALIA,"(65, 70]",0.0,312400.0
12118,ERVALIA,"(70, 75]",0.0,312400.0
12119,ERVALIA,"(75, 80]",0.0,312400.0
12120,ERVALIA,"(80, 99]",0.0,312400.0
12121,ESCADA,"(0, 5]",0.0,260520.0
12122,ESCADA,"(5, 10]",0.0,260520.0
12123,ESCADA,"(10, 15]",0.0,260520.0
12124,ESCADA,"(15, 20]",0.0,260520.0
12125,ESCADA,"(20, 25]",0.0,260520.0
12126,ESCADA,"(25, 30]",0.0,260520.0
12127,ESCADA,"(30, 35]",1.0,260520.0
12128,ESCADA,"(35, 40]",1.0,260520.0
12129,ESCADA,"(40, 45]",0.0,260520.0
12130,ESCADA,"(45, 50]",0.0,260520.0
12131,ESCADA,"(50, 55]",1.0,260520.0
12132,ESCADA,"(55, 60]",0.0,260520.0
12133,ESCADA,"(60, 65]",1.0,260520.0
12134,ESCADA,"(65, 70]",3.0,260520.0
12135,ESCADA,"(70, 75]",3.0,260520.0
12136,ESCADA,"(75, 80]",1.0,260520.0
12137,ESCADA,"(80, 99]",7.0,260520.0
12138,ESMERALDAS,"(0, 5]",0.0,312410.0
12139,ESMERALDAS,"(5, 10]",0.0,312410.0
12140,ESMERALDAS,"(10, 15]",0.0,312410.0
12141,ESMERALDAS,"(15, 20]",0.0,312410.0
12142,ESMERALDAS,"(20, 25]",0.0,312410.0
12143,ESMERALDAS,"(25, 30]",0.0,312410.0
12144,ESMERALDAS,"(30, 35]",0.0,312410.0
12145,ESMERALDAS,"(35, 40]",0.0,312410.0
12146,ESMERALDAS,"(40, 45]",0.0,312410.0
12147,ESMERALDAS,"(45, 50]",0.0,312410.0
12148,ESMERALDAS,"(50, 55]",0.0,312410.0
12149,ESMERALDAS,"(55, 60]",1.0,312410.0
12150,ESMERALDAS,"(60, 65]",1.0,312410.0
12151,ESMERALDAS,"(65, 70]",3.0,312410.0
12152,ESMERALDAS,"(70, 75]",3.0,312410.0
12153,ESMERALDAS,"(75, 80]",2.0,312410.0
12154,ESMERALDAS,"(80, 99]",4.0,312410.0
12155,ESPERANTINOPOLIS,"(0, 5]",0.0,210400.0
12156,ESPERANTINOPOLIS,"(5, 10]",0.0,210400.0
12157,ESPERANTINOPOLIS,"(10, 15]",0.0,210400.0
12158,ESPERANTINOPOLIS,"(15, 20]",0.0,210400.0
12159,ESPERANTINOPOLIS,"(20, 25]",0.0,210400.0
12160,ESPERANTINOPOLIS,"(25, 30]",0.0,210400.0
12161,ESPERANTINOPOLIS,"(30, 35]",0.0,210400.0
12162,ESPERANTINOPOLIS,"(35, 40]",0.0,210400.0
12163,ESPERANTINOPOLIS,"(40, 45]",0.0,210400.0
12164,ESPERANTINOPOLIS,"(45, 50]",0.0,210400.0
12165,ESPERANTINOPOLIS,"(50, 55]",0.0,210400.0
12166,ESPERANTINOPOLIS,"(55, 60]",0.0,210400.0
12167,ESPERANTINOPOLIS,"(60, 65]",1.0,210400.0
12168,ESPERANTINOPOLIS,"(65, 70]",0.0,210400.0
12169,ESPERANTINOPOLIS,"(70, 75]",1.0,210400.0
12170,ESPERANTINOPOLIS,"(75, 80]",0.0,210400.0
12171,ESPERANTINOPOLIS,"(80, 99]",2.0,210400.0
12172,ESPINOSA,"(0, 5]",0.0,312430.0
12173,ESPINOSA,"(5, 10]",0.0,312430.0
12174,ESPINOSA,"(10, 15]",0.0,312430.0
12175,ESPINOSA,"(15, 20]",0.0,312430.0
12176,ESPINOSA,"(20, 25]",0.0,312430.0
12177,ESPINOSA,"(25, 30]",0.0,312430.0
12178,ESPINOSA,"(30, 35]",0.0,312430.0
12179,ESPINOSA,"(35, 40]",0.0,312430.0
12180,ESPINOSA,"(40, 45]",0.0,312430.0
12181,ESPINOSA,"(45, 50]",0.0,312430.0
12182,ESPINOSA,"(50, 55]",0.0,312430.0
12183,ESPINOSA,"(55, 60]",0.0,312430.0
12184,ESPINOSA,"(60, 65]",1.0,312430.0
12185,ESPINOSA,"(65, 70]",2.0,312430.0
12186,ESPINOSA,"(70, 75]",1.0,312430.0
12187,ESPINOSA,"(75, 80]",0.0,312430.0
12188,ESPINOSA,"(80, 99]",5.0,312430.0
12189,ESPIRITO SANTO DO PINHAL,"(0, 5]",0.0,351518.0
12190,ESPIRITO SANTO DO PINHAL,"(5, 10]",0.0,351518.0
12191,ESPIRITO SANTO DO PINHAL,"(10, 15]",0.0,351518.0
12192,ESPIRITO SANTO DO PINHAL,"(15, 20]",0.0,351518.0
12193,ESPIRITO SANTO DO PINHAL,"(20, 25]",1.0,351518.0
12194,ESPIRITO SANTO DO PINHAL,"(25, 30]",0.0,351518.0
12195,ESPIRITO SANTO DO PINHAL,"(30, 35]",1.0,351518.0
12196,ESPIRITO SANTO DO PINHAL,"(35, 40]",0.0,351518.0
12197,ESPIRITO SANTO DO PINHAL,"(40, 45]",0.0,351518.0
12198,ESPIRITO SANTO DO PINHAL,"(45, 50]",2.0,351518.0
12199,ESPIRITO SANTO DO PINHAL,"(50, 55]",0.0,351518.0
12200,ESPIRITO SANTO DO PINHAL,"(55, 60]",2.0,351518.0
12201,ESPIRITO SANTO DO PINHAL,"(60, 65]",5.0,351518.0
12202,ESPIRITO SANTO DO PINHAL,"(65, 70]",4.0,351518.0
12203,ESPIRITO SANTO DO PINHAL,"(70, 75]",8.0,351518.0
12204,ESPIRITO SANTO DO PINHAL,"(75, 80]",4.0,351518.0
12205,ESPIRITO SANTO DO PINHAL,"(80, 99]",6.0,351518.0
12206,ESPUMOSO,"(0, 5]",0.0,430750.0
12207,ESPUMOSO,"(5, 10]",0.0,430750.0
12208,ESPUMOSO,"(10, 15]",0.0,430750.0
12209,ESPUMOSO,"(15, 20]",0.0,430750.0
12210,ESPUMOSO,"(20, 25]",0.0,430750.0
12211,ESPUMOSO,"(25, 30]",0.0,430750.0
12212,ESPUMOSO,"(30, 35]",0.0,430750.0
12213,ESPUMOSO,"(35, 40]",0.0,430750.0
12214,ESPUMOSO,"(40, 45]",0.0,430750.0
12215,ESPUMOSO,"(45, 50]",1.0,430750.0
12216,ESPUMOSO,"(50, 55]",1.0,430750.0
12217,ESPUMOSO,"(55, 60]",2.0,430750.0
12218,ESPUMOSO,"(60, 65]",4.0,430750.0
12219,ESPUMOSO,"(65, 70]",7.0,430750.0
12220,ESPUMOSO,"(70, 75]",2.0,430750.0
12221,ESPUMOSO,"(75, 80]",4.0,430750.0
12222,ESPUMOSO,"(80, 99]",3.0,430750.0
12223,ESTANCIA,"(0, 5]",2.0,280210.0
12224,ESTANCIA,"(5, 10]",0.0,280210.0
12225,ESTANCIA,"(10, 15]",0.0,280210.0
12226,ESTANCIA,"(15, 20]",1.0,280210.0
12227,ESTANCIA,"(20, 25]",1.0,280210.0
12228,ESTANCIA,"(25, 30]",0.0,280210.0
12229,ESTANCIA,"(30, 35]",3.0,280210.0
12230,ESTANCIA,"(35, 40]",3.0,280210.0
12231,ESTANCIA,"(40, 45]",7.0,280210.0
12232,ESTANCIA,"(45, 50]",4.0,280210.0
12233,ESTANCIA,"(50, 55]",12.0,280210.0
12234,ESTANCIA,"(55, 60]",9.0,280210.0
12235,ESTANCIA,"(60, 65]",14.0,280210.0
12236,ESTANCIA,"(65, 70]",17.0,280210.0
12237,ESTANCIA,"(70, 75]",15.0,280210.0
12238,ESTANCIA,"(75, 80]",18.0,280210.0
12239,ESTANCIA,"(80, 99]",26.0,280210.0
12240,ESTANCIA VELHA,"(0, 5]",0.0,430760.0
12241,ESTANCIA VELHA,"(5, 10]",0.0,430760.0
12242,ESTANCIA VELHA,"(10, 15]",0.0,430760.0
12243,ESTANCIA VELHA,"(15, 20]",0.0,430760.0
12244,ESTANCIA VELHA,"(20, 25]",0.0,430760.0
12245,ESTANCIA VELHA,"(25, 30]",0.0,430760.0
12246,ESTANCIA VELHA,"(30, 35]",1.0,430760.0
12247,ESTANCIA VELHA,"(35, 40]",1.0,430760.0
12248,ESTANCIA VELHA,"(40, 45]",0.0,430760.0
12249,ESTANCIA VELHA,"(45, 50]",2.0,430760.0
12250,ESTANCIA VELHA,"(50, 55]",2.0,430760.0
12251,ESTANCIA VELHA,"(55, 60]",3.0,430760.0
12252,ESTANCIA VELHA,"(60, 65]",1.0,430760.0
12253,ESTANCIA VELHA,"(65, 70]",3.0,430760.0
12254,ESTANCIA VELHA,"(70, 75]",4.0,430760.0
12255,ESTANCIA VELHA,"(75, 80]",2.0,430760.0
12256,ESTANCIA VELHA,"(80, 99]",3.0,430760.0
12257,ESTEIO,"(0, 5]",0.0,430770.0
12258,ESTEIO,"(5, 10]",0.0,430770.0
12259,ESTEIO,"(10, 15]",0.0,430770.0
12260,ESTEIO,"(15, 20]",0.0,430770.0
12261,ESTEIO,"(20, 25]",1.0,430770.0
12262,ESTEIO,"(25, 30]",0.0,430770.0
12263,ESTEIO,"(30, 35]",1.0,430770.0
12264,ESTEIO,"(35, 40]",4.0,430770.0
12265,ESTEIO,"(40, 45]",3.0,430770.0
12266,ESTEIO,"(45, 50]",3.0,430770.0
12267,ESTEIO,"(50, 55]",4.0,430770.0
12268,ESTEIO,"(55, 60]",5.0,430770.0
12269,ESTEIO,"(60, 65]",6.0,430770.0
12270,ESTEIO,"(65, 70]",16.0,430770.0
12271,ESTEIO,"(70, 75]",21.0,430770.0
12272,ESTEIO,"(75, 80]",8.0,430770.0
12273,ESTEIO,"(80, 99]",16.0,430770.0
12274,ESTREITO,"(0, 5]",0.0,210405.0
12275,ESTREITO,"(5, 10]",0.0,210405.0
12276,ESTREITO,"(10, 15]",0.0,210405.0
12277,ESTREITO,"(15, 20]",0.0,210405.0
12278,ESTREITO,"(20, 25]",0.0,210405.0
12279,ESTREITO,"(25, 30]",0.0,210405.0
12280,ESTREITO,"(30, 35]",0.0,210405.0
12281,ESTREITO,"(35, 40]",0.0,210405.0
12282,ESTREITO,"(40, 45]",0.0,210405.0
12283,ESTREITO,"(45, 50]",0.0,210405.0
12284,ESTREITO,"(50, 55]",0.0,210405.0
12285,ESTREITO,"(55, 60]",0.0,210405.0
12286,ESTREITO,"(60, 65]",0.0,210405.0
12287,ESTREITO,"(65, 70]",2.0,210405.0
12288,ESTREITO,"(70, 75]",3.0,210405.0
12289,ESTREITO,"(75, 80]",1.0,210405.0
12290,ESTREITO,"(80, 99]",2.0,210405.0
12291,ESTRELA,"(0, 5]",0.0,430780.0
12292,ESTRELA,"(5, 10]",0.0,430780.0
12293,ESTRELA,"(10, 15]",0.0,430780.0
12294,ESTRELA,"(15, 20]",0.0,430780.0
12295,ESTRELA,"(20, 25]",0.0,430780.0
12296,ESTRELA,"(25, 30]",1.0,430780.0
12297,ESTRELA,"(30, 35]",0.0,430780.0
12298,ESTRELA,"(35, 40]",0.0,430780.0
12299,ESTRELA,"(40, 45]",2.0,430780.0
12300,ESTRELA,"(45, 50]",0.0,430780.0
12301,ESTRELA,"(50, 55]",0.0,430780.0
12302,ESTRELA,"(55, 60]",3.0,430780.0
12303,ESTRELA,"(60, 65]",1.0,430780.0
12304,ESTRELA,"(65, 70]",4.0,430780.0
12305,ESTRELA,"(70, 75]",4.0,430780.0
12306,ESTRELA,"(75, 80]",4.0,430780.0
12307,ESTRELA,"(80, 99]",8.0,430780.0
12308,ESTRELA D'OESTE,"(0, 5]",0.0,351520.0
12309,ESTRELA D'OESTE,"(5, 10]",0.0,351520.0
12310,ESTRELA D'OESTE,"(10, 15]",0.0,351520.0
12311,ESTRELA D'OESTE,"(15, 20]",0.0,351520.0
12312,ESTRELA D'OESTE,"(20, 25]",0.0,351520.0
12313,ESTRELA D'OESTE,"(25, 30]",0.0,351520.0
12314,ESTRELA D'OESTE,"(30, 35]",0.0,351520.0
12315,ESTRELA D'OESTE,"(35, 40]",0.0,351520.0
12316,ESTRELA D'OESTE,"(40, 45]",0.0,351520.0
12317,ESTRELA D'OESTE,"(45, 50]",0.0,351520.0
12318,ESTRELA D'OESTE,"(50, 55]",0.0,351520.0
12319,ESTRELA D'OESTE,"(55, 60]",0.0,351520.0
12320,ESTRELA D'OESTE,"(60, 65]",0.0,351520.0
12321,ESTRELA D'OESTE,"(65, 70]",1.0,351520.0
12322,ESTRELA D'OESTE,"(70, 75]",0.0,351520.0
12323,ESTRELA D'OESTE,"(75, 80]",0.0,351520.0
12324,ESTRELA D'OESTE,"(80, 99]",0.0,351520.0
12325,EUNAPOLIS,"(0, 5]",1.0,291072.0
12326,EUNAPOLIS,"(5, 10]",0.0,291072.0
12327,EUNAPOLIS,"(10, 15]",0.0,291072.0
12328,EUNAPOLIS,"(15, 20]",0.0,291072.0
12329,EUNAPOLIS,"(20, 25]",0.0,291072.0
12330,EUNAPOLIS,"(25, 30]",1.0,291072.0
12331,EUNAPOLIS,"(30, 35]",1.0,291072.0
12332,EUNAPOLIS,"(35, 40]",6.0,291072.0
12333,EUNAPOLIS,"(40, 45]",3.0,291072.0
12334,EUNAPOLIS,"(45, 50]",5.0,291072.0
12335,EUNAPOLIS,"(50, 55]",1.0,291072.0
12336,EUNAPOLIS,"(55, 60]",4.0,291072.0
12337,EUNAPOLIS,"(60, 65]",4.0,291072.0
12338,EUNAPOLIS,"(65, 70]",13.0,291072.0
12339,EUNAPOLIS,"(70, 75]",8.0,291072.0
12340,EUNAPOLIS,"(75, 80]",13.0,291072.0
12341,EUNAPOLIS,"(80, 99]",15.0,291072.0
12342,EXTREMA,"(0, 5]",0.0,312510.0
12343,EXTREMA,"(5, 10]",0.0,312510.0
12344,EXTREMA,"(10, 15]",0.0,312510.0
12345,EXTREMA,"(15, 20]",1.0,312510.0
12346,EXTREMA,"(20, 25]",0.0,312510.0
12347,EXTREMA,"(25, 30]",1.0,312510.0
12348,EXTREMA,"(30, 35]",0.0,312510.0
12349,EXTREMA,"(35, 40]",0.0,312510.0
12350,EXTREMA,"(40, 45]",1.0,312510.0
12351,EXTREMA,"(45, 50]",1.0,312510.0
12352,EXTREMA,"(50, 55]",7.0,312510.0
12353,EXTREMA,"(55, 60]",8.0,312510.0
12354,EXTREMA,"(60, 65]",4.0,312510.0
12355,EXTREMA,"(65, 70]",5.0,312510.0
12356,EXTREMA,"(70, 75]",2.0,312510.0
12357,EXTREMA,"(75, 80]",12.0,312510.0
12358,EXTREMA,"(80, 99]",10.0,312510.0
12359,EXTREMOZ,"(0, 5]",0.0,240360.0
12360,EXTREMOZ,"(5, 10]",0.0,240360.0
12361,EXTREMOZ,"(10, 15]",0.0,240360.0
12362,EXTREMOZ,"(15, 20]",0.0,240360.0
12363,EXTREMOZ,"(20, 25]",0.0,240360.0
12364,EXTREMOZ,"(25, 30]",0.0,240360.0
12365,EXTREMOZ,"(30, 35]",0.0,240360.0
12366,EXTREMOZ,"(35, 40]",1.0,240360.0
12367,EXTREMOZ,"(40, 45]",0.0,240360.0
12368,EXTREMOZ,"(45, 50]",0.0,240360.0
12369,EXTREMOZ,"(50, 55]",0.0,240360.0
12370,EXTREMOZ,"(55, 60]",0.0,240360.0
12371,EXTREMOZ,"(60, 65]",1.0,240360.0
12372,EXTREMOZ,"(65, 70]",2.0,240360.0
12373,EXTREMOZ,"(70, 75]",0.0,240360.0
12374,EXTREMOZ,"(75, 80]",2.0,240360.0
12375,EXTREMOZ,"(80, 99]",1.0,240360.0
12376,EXU,"(0, 5]",0.0,260530.0
12377,EXU,"(5, 10]",0.0,260530.0
12378,EXU,"(10, 15]",0.0,260530.0
12379,EXU,"(15, 20]",0.0,260530.0
12380,EXU,"(20, 25]",0.0,260530.0
12381,EXU,"(25, 30]",0.0,260530.0
12382,EXU,"(30, 35]",0.0,260530.0
12383,EXU,"(35, 40]",0.0,260530.0
12384,EXU,"(40, 45]",0.0,260530.0
12385,EXU,"(45, 50]",1.0,260530.0
12386,EXU,"(50, 55]",1.0,260530.0
12387,EXU,"(55, 60]",0.0,260530.0
12388,EXU,"(60, 65]",0.0,260530.0
12389,EXU,"(65, 70]",0.0,260530.0
12390,EXU,"(70, 75]",1.0,260530.0
12391,EXU,"(75, 80]",2.0,260530.0
12392,EXU,"(80, 99]",5.0,260530.0
12393,FARIAS BRITO,"(0, 5]",0.0,230430.0
12394,FARIAS BRITO,"(5, 10]",0.0,230430.0
12395,FARIAS BRITO,"(10, 15]",0.0,230430.0
12396,FARIAS BRITO,"(15, 20]",0.0,230430.0
12397,FARIAS BRITO,"(20, 25]",0.0,230430.0
12398,FARIAS BRITO,"(25, 30]",0.0,230430.0
12399,FARIAS BRITO,"(30, 35]",0.0,230430.0
12400,FARIAS BRITO,"(35, 40]",0.0,230430.0
12401,FARIAS BRITO,"(40, 45]",1.0,230430.0
12402,FARIAS BRITO,"(45, 50]",0.0,230430.0
12403,FARIAS BRITO,"(50, 55]",0.0,230430.0
12404,FARIAS BRITO,"(55, 60]",0.0,230430.0
12405,FARIAS BRITO,"(60, 65]",2.0,230430.0
12406,FARIAS BRITO,"(65, 70]",0.0,230430.0
12407,FARIAS BRITO,"(70, 75]",1.0,230430.0
12408,FARIAS BRITO,"(75, 80]",2.0,230430.0
12409,FARIAS BRITO,"(80, 99]",2.0,230430.0
12410,FARROUPILHA,"(0, 5]",0.0,430790.0
12411,FARROUPILHA,"(5, 10]",0.0,430790.0
12412,FARROUPILHA,"(10, 15]",0.0,430790.0
12413,FARROUPILHA,"(15, 20]",0.0,430790.0
12414,FARROUPILHA,"(20, 25]",0.0,430790.0
12415,FARROUPILHA,"(25, 30]",0.0,430790.0
12416,FARROUPILHA,"(30, 35]",0.0,430790.0
12417,FARROUPILHA,"(35, 40]",0.0,430790.0
12418,FARROUPILHA,"(40, 45]",1.0,430790.0
12419,FARROUPILHA,"(45, 50]",1.0,430790.0
12420,FARROUPILHA,"(50, 55]",0.0,430790.0
12421,FARROUPILHA,"(55, 60]",1.0,430790.0
12422,FARROUPILHA,"(60, 65]",3.0,430790.0
12423,FARROUPILHA,"(65, 70]",5.0,430790.0
12424,FARROUPILHA,"(70, 75]",3.0,430790.0
12425,FARROUPILHA,"(75, 80]",2.0,430790.0
12426,FARROUPILHA,"(80, 99]",10.0,430790.0
12427,FATIMA DO SUL,"(0, 5]",0.0,500380.0
12428,FATIMA DO SUL,"(5, 10]",0.0,500380.0
12429,FATIMA DO SUL,"(10, 15]",0.0,500380.0
12430,FATIMA DO SUL,"(15, 20]",0.0,500380.0
12431,FATIMA DO SUL,"(20, 25]",0.0,500380.0
12432,FATIMA DO SUL,"(25, 30]",0.0,500380.0
12433,FATIMA DO SUL,"(30, 35]",0.0,500380.0
12434,FATIMA DO SUL,"(35, 40]",0.0,500380.0
12435,FATIMA DO SUL,"(40, 45]",1.0,500380.0
12436,FATIMA DO SUL,"(45, 50]",1.0,500380.0
12437,FATIMA DO SUL,"(50, 55]",1.0,500380.0
12438,FATIMA DO SUL,"(55, 60]",0.0,500380.0
12439,FATIMA DO SUL,"(60, 65]",3.0,500380.0
12440,FATIMA DO SUL,"(65, 70]",1.0,500380.0
12441,FATIMA DO SUL,"(70, 75]",1.0,500380.0
12442,FATIMA DO SUL,"(75, 80]",0.0,500380.0
12443,FATIMA DO SUL,"(80, 99]",4.0,500380.0
12444,FAXINAL DO SOTURNO,"(0, 5]",0.0,430800.0
12445,FAXINAL DO SOTURNO,"(5, 10]",0.0,430800.0
12446,FAXINAL DO SOTURNO,"(10, 15]",0.0,430800.0
12447,FAXINAL DO SOTURNO,"(15, 20]",0.0,430800.0
12448,FAXINAL DO SOTURNO,"(20, 25]",0.0,430800.0
12449,FAXINAL DO SOTURNO,"(25, 30]",0.0,430800.0
12450,FAXINAL DO SOTURNO,"(30, 35]",0.0,430800.0
12451,FAXINAL DO SOTURNO,"(35, 40]",0.0,430800.0
12452,FAXINAL DO SOTURNO,"(40, 45]",0.0,430800.0
12453,FAXINAL DO SOTURNO,"(45, 50]",0.0,430800.0
12454,FAXINAL DO SOTURNO,"(50, 55]",0.0,430800.0
12455,FAXINAL DO SOTURNO,"(55, 60]",0.0,430800.0
12456,FAXINAL DO SOTURNO,"(60, 65]",0.0,430800.0
12457,FAXINAL DO SOTURNO,"(65, 70]",0.0,430800.0
12458,FAXINAL DO SOTURNO,"(70, 75]",1.0,430800.0
12459,FAXINAL DO SOTURNO,"(75, 80]",0.0,430800.0
12460,FAXINAL DO SOTURNO,"(80, 99]",2.0,430800.0
12461,FAZENDA RIO GRANDE,"(0, 5]",0.0,410765.0
12462,FAZENDA RIO GRANDE,"(5, 10]",0.0,410765.0
12463,FAZENDA RIO GRANDE,"(10, 15]",0.0,410765.0
12464,FAZENDA RIO GRANDE,"(15, 20]",0.0,410765.0
12465,FAZENDA RIO GRANDE,"(20, 25]",0.0,410765.0
12466,FAZENDA RIO GRANDE,"(25, 30]",0.0,410765.0
12467,FAZENDA RIO GRANDE,"(30, 35]",0.0,410765.0
12468,FAZENDA RIO GRANDE,"(35, 40]",1.0,410765.0
12469,FAZENDA RIO GRANDE,"(40, 45]",0.0,410765.0
12470,FAZENDA RIO GRANDE,"(45, 50]",0.0,410765.0
12471,FAZENDA RIO GRANDE,"(50, 55]",1.0,410765.0
12472,FAZENDA RIO GRANDE,"(55, 60]",0.0,410765.0
12473,FAZENDA RIO GRANDE,"(60, 65]",0.0,410765.0
12474,FAZENDA RIO GRANDE,"(65, 70]",0.0,410765.0
12475,FAZENDA RIO GRANDE,"(70, 75]",0.0,410765.0
12476,FAZENDA RIO GRANDE,"(75, 80]",0.0,410765.0
12477,FAZENDA RIO GRANDE,"(80, 99]",0.0,410765.0
12478,FEIRA DE SANTANA,"(0, 5]",1.0,291080.0
12479,FEIRA DE SANTANA,"(5, 10]",0.0,291080.0
12480,FEIRA DE SANTANA,"(10, 15]",0.0,291080.0
12481,FEIRA DE SANTANA,"(15, 20]",1.0,291080.0
12482,FEIRA DE SANTANA,"(20, 25]",3.0,291080.0
12483,FEIRA DE SANTANA,"(25, 30]",2.0,291080.0
12484,FEIRA DE SANTANA,"(30, 35]",3.0,291080.0
12485,FEIRA DE SANTANA,"(35, 40]",9.0,291080.0
12486,FEIRA DE SANTANA,"(40, 45]",5.0,291080.0
12487,FEIRA DE SANTANA,"(45, 50]",13.0,291080.0
12488,FEIRA DE SANTANA,"(50, 55]",19.0,291080.0
12489,FEIRA DE SANTANA,"(55, 60]",21.0,291080.0
12490,FEIRA DE SANTANA,"(60, 65]",24.0,291080.0
12491,FEIRA DE SANTANA,"(65, 70]",36.0,291080.0
12492,FEIRA DE SANTANA,"(70, 75]",29.0,291080.0
12493,FEIRA DE SANTANA,"(75, 80]",30.0,291080.0
12494,FEIRA DE SANTANA,"(80, 99]",56.0,291080.0
12495,FEIRA NOVA,"(0, 5]",0.0,260540.0
12496,FEIRA NOVA,"(5, 10]",0.0,260540.0
12497,FEIRA NOVA,"(10, 15]",0.0,260540.0
12498,FEIRA NOVA,"(15, 20]",0.0,260540.0
12499,FEIRA NOVA,"(20, 25]",1.0,260540.0
12500,FEIRA NOVA,"(25, 30]",0.0,260540.0
12501,FEIRA NOVA,"(30, 35]",0.0,260540.0
12502,FEIRA NOVA,"(35, 40]",0.0,260540.0
12503,FEIRA NOVA,"(40, 45]",0.0,260540.0
12504,FEIRA NOVA,"(45, 50]",1.0,260540.0
12505,FEIRA NOVA,"(50, 55]",0.0,260540.0
12506,FEIRA NOVA,"(55, 60]",1.0,260540.0
12507,FEIRA NOVA,"(60, 65]",2.0,260540.0
12508,FEIRA NOVA,"(65, 70]",1.0,260540.0
12509,FEIRA NOVA,"(70, 75]",4.0,260540.0
12510,FEIRA NOVA,"(75, 80]",0.0,260540.0
12511,FEIRA NOVA,"(80, 99]",3.0,260540.0
12512,FELISBURGO,"(0, 5]",0.0,312560.0
12513,FELISBURGO,"(5, 10]",0.0,312560.0
12514,FELISBURGO,"(10, 15]",0.0,312560.0
12515,FELISBURGO,"(15, 20]",0.0,312560.0
12516,FELISBURGO,"(20, 25]",0.0,312560.0
12517,FELISBURGO,"(25, 30]",0.0,312560.0
12518,FELISBURGO,"(30, 35]",0.0,312560.0
12519,FELISBURGO,"(35, 40]",0.0,312560.0
12520,FELISBURGO,"(40, 45]",0.0,312560.0
12521,FELISBURGO,"(45, 50]",1.0,312560.0
12522,FELISBURGO,"(50, 55]",0.0,312560.0
12523,FELISBURGO,"(55, 60]",1.0,312560.0
12524,FELISBURGO,"(60, 65]",1.0,312560.0
12525,FELISBURGO,"(65, 70]",1.0,312560.0
12526,FELISBURGO,"(70, 75]",0.0,312560.0
12527,FELISBURGO,"(75, 80]",0.0,312560.0
12528,FELISBURGO,"(80, 99]",0.0,312560.0
12529,FELIZ,"(0, 5]",0.0,430810.0
12530,FELIZ,"(5, 10]",0.0,430810.0
12531,FELIZ,"(10, 15]",0.0,430810.0
12532,FELIZ,"(15, 20]",0.0,430810.0
12533,FELIZ,"(20, 25]",0.0,430810.0
12534,FELIZ,"(25, 30]",0.0,430810.0
12535,FELIZ,"(30, 35]",0.0,430810.0
12536,FELIZ,"(35, 40]",0.0,430810.0
12537,FELIZ,"(40, 45]",0.0,430810.0
12538,FELIZ,"(45, 50]",0.0,430810.0
12539,FELIZ,"(50, 55]",0.0,430810.0
12540,FELIZ,"(55, 60]",0.0,430810.0
12541,FELIZ,"(60, 65]",0.0,430810.0
12542,FELIZ,"(65, 70]",0.0,430810.0
12543,FELIZ,"(70, 75]",1.0,430810.0
12544,FELIZ,"(75, 80]",1.0,430810.0
12545,FELIZ,"(80, 99]",2.0,430810.0
12546,FELIZ NATAL,"(0, 5]",0.0,510370.0
12547,FELIZ NATAL,"(5, 10]",0.0,510370.0
12548,FELIZ NATAL,"(10, 15]",0.0,510370.0
12549,FELIZ NATAL,"(15, 20]",0.0,510370.0
12550,FELIZ NATAL,"(20, 25]",0.0,510370.0
12551,FELIZ NATAL,"(25, 30]",0.0,510370.0
12552,FELIZ NATAL,"(30, 35]",0.0,510370.0
12553,FELIZ NATAL,"(35, 40]",0.0,510370.0
12554,FELIZ NATAL,"(40, 45]",0.0,510370.0
12555,FELIZ NATAL,"(45, 50]",0.0,510370.0
12556,FELIZ NATAL,"(50, 55]",0.0,510370.0
12557,FELIZ NATAL,"(55, 60]",1.0,510370.0
