,ID_MUNICIP,Idade,Casos,CO_MUN_NOT
16430,ITAGUACU,"(40, 45]",1.0,320270.0
16431,ITAGUACU,"(45, 50]",0.0,320270.0
16432,ITAGUACU,"(50, 55]",0.0,320270.0
16433,ITAGUACU,"(55, 60]",0.0,320270.0
16434,ITAGUACU,"(60, 65]",0.0,320270.0
16435,ITAGUACU,"(65, 70]",0.0,320270.0
16436,ITAGUACU,"(70, 75]",0.0,320270.0
16437,ITAGUACU,"(75, 80]",0.0,320270.0
16438,ITAGUACU,"(80, 99]",0.0,320270.0
16439,ITAGUAI,"(0, 5]",0.0,330200.0
16440,ITAGUAI,"(5, 10]",0.0,330200.0
16441,ITAGUAI,"(10, 15]",0.0,330200.0
16442,ITAGUAI,"(15, 20]",0.0,330200.0
16443,ITAGUAI,"(20, 25]",0.0,330200.0
16444,ITAGUAI,"(25, 30]",2.0,330200.0
16445,ITAGUAI,"(30, 35]",2.0,330200.0
16446,ITAGUAI,"(35, 40]",5.0,330200.0
16447,ITAGUAI,"(40, 45]",3.0,330200.0
16448,ITAGUAI,"(45, 50]",6.0,330200.0
16449,ITAGUAI,"(50, 55]",12.0,330200.0
16450,ITAGUAI,"(55, 60]",9.0,330200.0
16451,ITAGUAI,"(60, 65]",11.0,330200.0
16452,ITAGUAI,"(65, 70]",11.0,330200.0
16453,ITAGUAI,"(70, 75]",8.0,330200.0
16454,ITAGUAI,"(75, 80]",8.0,330200.0
16455,ITAGUAI,"(80, 99]",15.0,330200.0
16456,ITAGUARA,"(0, 5]",0.0,313220.0
16457,ITAGUARA,"(5, 10]",0.0,313220.0
16458,ITAGUARA,"(10, 15]",0.0,313220.0
16459,ITAGUARA,"(15, 20]",0.0,313220.0
16460,ITAGUARA,"(20, 25]",0.0,313220.0
16461,ITAGUARA,"(25, 30]",0.0,313220.0
16462,ITAGUARA,"(30, 35]",0.0,313220.0
16463,ITAGUARA,"(35, 40]",0.0,313220.0
16464,ITAGUARA,"(40, 45]",0.0,313220.0
16465,ITAGUARA,"(45, 50]",0.0,313220.0
16466,ITAGUARA,"(50, 55]",0.0,313220.0
16467,ITAGUARA,"(55, 60]",0.0,313220.0
16468,ITAGUARA,"(60, 65]",0.0,313220.0
16469,ITAGUARA,"(65, 70]",1.0,313220.0
16470,ITAGUARA,"(70, 75]",0.0,313220.0
16471,ITAGUARA,"(75, 80]",0.0,313220.0
16472,ITAGUARA,"(80, 99]",0.0,313220.0
16473,ITAGUARI,"(0, 5]",0.0,521056.0
16474,ITAGUARI,"(5, 10]",0.0,521056.0
16475,ITAGUARI,"(10, 15]",0.0,521056.0
16476,ITAGUARI,"(15, 20]",0.0,521056.0
16477,ITAGUARI,"(20, 25]",0.0,521056.0
16478,ITAGUARI,"(25, 30]",0.0,521056.0
16479,ITAGUARI,"(30, 35]",0.0,521056.0
16480,ITAGUARI,"(35, 40]",0.0,521056.0
16481,ITAGUARI,"(40, 45]",0.0,521056.0
16482,ITAGUARI,"(45, 50]",0.0,521056.0
16483,ITAGUARI,"(50, 55]",0.0,521056.0
16484,ITAGUARI,"(55, 60]",2.0,521056.0
16485,ITAGUARI,"(60, 65]",0.0,521056.0
16486,ITAGUARI,"(65, 70]",0.0,521056.0
16487,ITAGUARI,"(70, 75]",0.0,521056.0
16488,ITAGUARI,"(75, 80]",0.0,521056.0
16489,ITAGUARI,"(80, 99]",0.0,521056.0
16490,ITAGUARU,"(0, 5]",0.0,521060.0
16491,ITAGUARU,"(5, 10]",0.0,521060.0
16492,ITAGUARU,"(10, 15]",0.0,521060.0
16493,ITAGUARU,"(15, 20]",0.0,521060.0
16494,ITAGUARU,"(20, 25]",0.0,521060.0
16495,ITAGUARU,"(25, 30]",0.0,521060.0
16496,ITAGUARU,"(30, 35]",0.0,521060.0
16497,ITAGUARU,"(35, 40]",0.0,521060.0
16498,ITAGUARU,"(40, 45]",0.0,521060.0
16499,ITAGUARU,"(45, 50]",0.0,521060.0
16500,ITAGUARU,"(50, 55]",0.0,521060.0
16501,ITAGUARU,"(55, 60]",0.0,521060.0
16502,ITAGUARU,"(60, 65]",0.0,521060.0
16503,ITAGUARU,"(65, 70]",1.0,521060.0
16504,ITAGUARU,"(70, 75]",0.0,521060.0
16505,ITAGUARU,"(75, 80]",0.0,521060.0
16506,ITAGUARU,"(80, 99]",2.0,521060.0
16507,ITAI,"(0, 5]",0.0,352180.0
16508,ITAI,"(5, 10]",0.0,352180.0
16509,ITAI,"(10, 15]",0.0,352180.0
16510,ITAI,"(15, 20]",0.0,352180.0
16511,ITAI,"(20, 25]",0.0,352180.0
16512,ITAI,"(25, 30]",0.0,352180.0
16513,ITAI,"(30, 35]",0.0,352180.0
16514,ITAI,"(35, 40]",0.0,352180.0
16515,ITAI,"(40, 45]",0.0,352180.0
16516,ITAI,"(45, 50]",0.0,352180.0
16517,ITAI,"(50, 55]",0.0,352180.0
16518,ITAI,"(55, 60]",0.0,352180.0
16519,ITAI,"(60, 65]",0.0,352180.0
16520,ITAI,"(65, 70]",1.0,352180.0
16521,ITAI,"(70, 75]",0.0,352180.0
16522,ITAI,"(75, 80]",0.0,352180.0
16523,ITAI,"(80, 99]",0.0,352180.0
16524,ITAIBA,"(0, 5]",0.0,260750.0
16525,ITAIBA,"(5, 10]",0.0,260750.0
16526,ITAIBA,"(10, 15]",0.0,260750.0
16527,ITAIBA,"(15, 20]",0.0,260750.0
16528,ITAIBA,"(20, 25]",0.0,260750.0
16529,ITAIBA,"(25, 30]",0.0,260750.0
16530,ITAIBA,"(30, 35]",0.0,260750.0
16531,ITAIBA,"(35, 40]",0.0,260750.0
16532,ITAIBA,"(40, 45]",0.0,260750.0
16533,ITAIBA,"(45, 50]",0.0,260750.0
16534,ITAIBA,"(50, 55]",0.0,260750.0
16535,ITAIBA,"(55, 60]",0.0,260750.0
16536,ITAIBA,"(60, 65]",0.0,260750.0
16537,ITAIBA,"(65, 70]",0.0,260750.0
16538,ITAIBA,"(70, 75]",0.0,260750.0
16539,ITAIBA,"(75, 80]",1.0,260750.0
16540,ITAIBA,"(80, 99]",1.0,260750.0
16541,ITAICABA,"(0, 5]",0.0,230620.0
16542,ITAICABA,"(5, 10]",0.0,230620.0
16543,ITAICABA,"(10, 15]",0.0,230620.0
16544,ITAICABA,"(15, 20]",0.0,230620.0
16545,ITAICABA,"(20, 25]",0.0,230620.0
16546,ITAICABA,"(25, 30]",0.0,230620.0
16547,ITAICABA,"(30, 35]",0.0,230620.0
16548,ITAICABA,"(35, 40]",0.0,230620.0
16549,ITAICABA,"(40, 45]",0.0,230620.0
16550,ITAICABA,"(45, 50]",0.0,230620.0
16551,ITAICABA,"(50, 55]",0.0,230620.0
16552,ITAICABA,"(55, 60]",0.0,230620.0
16553,ITAICABA,"(60, 65]",0.0,230620.0
16554,ITAICABA,"(65, 70]",0.0,230620.0
16555,ITAICABA,"(70, 75]",0.0,230620.0
16556,ITAICABA,"(75, 80]",2.0,230620.0
16557,ITAICABA,"(80, 99]",3.0,230620.0
16558,ITAIOPOLIS,"(0, 5]",0.0,420810.0
16559,ITAIOPOLIS,"(5, 10]",0.0,420810.0
16560,ITAIOPOLIS,"(10, 15]",0.0,420810.0
16561,ITAIOPOLIS,"(15, 20]",0.0,420810.0
16562,ITAIOPOLIS,"(20, 25]",0.0,420810.0
16563,ITAIOPOLIS,"(25, 30]",0.0,420810.0
16564,ITAIOPOLIS,"(30, 35]",0.0,420810.0
16565,ITAIOPOLIS,"(35, 40]",0.0,420810.0
16566,ITAIOPOLIS,"(40, 45]",1.0,420810.0
16567,ITAIOPOLIS,"(45, 50]",0.0,420810.0
16568,ITAIOPOLIS,"(50, 55]",0.0,420810.0
16569,ITAIOPOLIS,"(55, 60]",1.0,420810.0
16570,ITAIOPOLIS,"(60, 65]",0.0,420810.0
16571,ITAIOPOLIS,"(65, 70]",1.0,420810.0
16572,ITAIOPOLIS,"(70, 75]",0.0,420810.0
16573,ITAIOPOLIS,"(75, 80]",1.0,420810.0
16574,ITAIOPOLIS,"(80, 99]",0.0,420810.0
16575,ITAITINGA,"(0, 5]",0.0,230625.0
16576,ITAITINGA,"(5, 10]",0.0,230625.0
16577,ITAITINGA,"(10, 15]",0.0,230625.0
16578,ITAITINGA,"(15, 20]",0.0,230625.0
16579,ITAITINGA,"(20, 25]",0.0,230625.0
16580,ITAITINGA,"(25, 30]",0.0,230625.0
16581,ITAITINGA,"(30, 35]",0.0,230625.0
16582,ITAITINGA,"(35, 40]",0.0,230625.0
16583,ITAITINGA,"(40, 45]",0.0,230625.0
16584,ITAITINGA,"(45, 50]",0.0,230625.0
16585,ITAITINGA,"(50, 55]",0.0,230625.0
16586,ITAITINGA,"(55, 60]",0.0,230625.0
16587,ITAITINGA,"(60, 65]",0.0,230625.0
16588,ITAITINGA,"(65, 70]",2.0,230625.0
16589,ITAITINGA,"(70, 75]",1.0,230625.0
16590,ITAITINGA,"(75, 80]",1.0,230625.0
16591,ITAITINGA,"(80, 99]",2.0,230625.0
16592,ITAITUBA,"(0, 5]",0.0,150360.0
16593,ITAITUBA,"(5, 10]",0.0,150360.0
16594,ITAITUBA,"(10, 15]",1.0,150360.0
16595,ITAITUBA,"(15, 20]",0.0,150360.0
16596,ITAITUBA,"(20, 25]",0.0,150360.0
16597,ITAITUBA,"(25, 30]",1.0,150360.0
16598,ITAITUBA,"(30, 35]",4.0,150360.0
16599,ITAITUBA,"(35, 40]",5.0,150360.0
16600,ITAITUBA,"(40, 45]",6.0,150360.0
16601,ITAITUBA,"(45, 50]",9.0,150360.0
16602,ITAITUBA,"(50, 55]",8.0,150360.0
16603,ITAITUBA,"(55, 60]",10.0,150360.0
16604,ITAITUBA,"(60, 65]",11.0,150360.0
16605,ITAITUBA,"(65, 70]",17.0,150360.0
16606,ITAITUBA,"(70, 75]",11.0,150360.0
16607,ITAITUBA,"(75, 80]",13.0,150360.0
16608,ITAITUBA,"(80, 99]",13.0,150360.0
16609,ITAJA,"(0, 5]",0.0,521080.0
16610,ITAJA,"(5, 10]",0.0,521080.0
16611,ITAJA,"(10, 15]",0.0,521080.0
16612,ITAJA,"(15, 20]",0.0,521080.0
16613,ITAJA,"(20, 25]",0.0,521080.0
16614,ITAJA,"(25, 30]",0.0,521080.0
16615,ITAJA,"(30, 35]",0.0,521080.0
16616,ITAJA,"(35, 40]",0.0,521080.0
16617,ITAJA,"(40, 45]",0.0,521080.0
16618,ITAJA,"(45, 50]",0.0,521080.0
16619,ITAJA,"(50, 55]",0.0,521080.0
16620,ITAJA,"(55, 60]",0.0,521080.0
16621,ITAJA,"(60, 65]",0.0,521080.0
16622,ITAJA,"(65, 70]",0.0,521080.0
16623,ITAJA,"(70, 75]",0.0,521080.0
16624,ITAJA,"(75, 80]",1.0,521080.0
16625,ITAJA,"(80, 99]",1.0,521080.0
16626,ITAJAI,"(0, 5]",1.0,420820.0
16627,ITAJAI,"(5, 10]",1.0,420820.0
16628,ITAJAI,"(10, 15]",0.0,420820.0
16629,ITAJAI,"(15, 20]",0.0,420820.0
16630,ITAJAI,"(20, 25]",0.0,420820.0
16631,ITAJAI,"(25, 30]",3.0,420820.0
16632,ITAJAI,"(30, 35]",5.0,420820.0
16633,ITAJAI,"(35, 40]",3.0,420820.0
16634,ITAJAI,"(40, 45]",11.0,420820.0
16635,ITAJAI,"(45, 50]",14.0,420820.0
16636,ITAJAI,"(50, 55]",17.0,420820.0
16637,ITAJAI,"(55, 60]",14.0,420820.0
16638,ITAJAI,"(60, 65]",38.0,420820.0
16639,ITAJAI,"(65, 70]",35.0,420820.0
16640,ITAJAI,"(70, 75]",27.0,420820.0
16641,ITAJAI,"(75, 80]",26.0,420820.0
16642,ITAJAI,"(80, 99]",37.0,420820.0
16643,ITAJUBA,"(0, 5]",0.0,313240.0
16644,ITAJUBA,"(5, 10]",0.0,313240.0
16645,ITAJUBA,"(10, 15]",0.0,313240.0
16646,ITAJUBA,"(15, 20]",0.0,313240.0
16647,ITAJUBA,"(20, 25]",0.0,313240.0
16648,ITAJUBA,"(25, 30]",1.0,313240.0
16649,ITAJUBA,"(30, 35]",1.0,313240.0
16650,ITAJUBA,"(35, 40]",0.0,313240.0
16651,ITAJUBA,"(40, 45]",2.0,313240.0
16652,ITAJUBA,"(45, 50]",3.0,313240.0
16653,ITAJUBA,"(50, 55]",6.0,313240.0
16654,ITAJUBA,"(55, 60]",7.0,313240.0
16655,ITAJUBA,"(60, 65]",8.0,313240.0
16656,ITAJUBA,"(65, 70]",11.0,313240.0
16657,ITAJUBA,"(70, 75]",13.0,313240.0
16658,ITAJUBA,"(75, 80]",12.0,313240.0
16659,ITAJUBA,"(80, 99]",32.0,313240.0
16660,ITAJUIPE,"(0, 5]",0.0,291550.0
16661,ITAJUIPE,"(5, 10]",0.0,291550.0
16662,ITAJUIPE,"(10, 15]",0.0,291550.0
16663,ITAJUIPE,"(15, 20]",0.0,291550.0
16664,ITAJUIPE,"(20, 25]",0.0,291550.0
16665,ITAJUIPE,"(25, 30]",0.0,291550.0
16666,ITAJUIPE,"(30, 35]",0.0,291550.0
16667,ITAJUIPE,"(35, 40]",0.0,291550.0
16668,ITAJUIPE,"(40, 45]",0.0,291550.0
16669,ITAJUIPE,"(45, 50]",0.0,291550.0
16670,ITAJUIPE,"(50, 55]",1.0,291550.0
16671,ITAJUIPE,"(55, 60]",1.0,291550.0
16672,ITAJUIPE,"(60, 65]",1.0,291550.0
16673,ITAJUIPE,"(65, 70]",1.0,291550.0
16674,ITAJUIPE,"(70, 75]",3.0,291550.0
16675,ITAJUIPE,"(75, 80]",1.0,291550.0
16676,ITAJUIPE,"(80, 99]",4.0,291550.0
16677,ITALVA,"(0, 5]",0.0,330205.0
16678,ITALVA,"(5, 10]",0.0,330205.0
16679,ITALVA,"(10, 15]",0.0,330205.0
16680,ITALVA,"(15, 20]",0.0,330205.0
16681,ITALVA,"(20, 25]",0.0,330205.0
16682,ITALVA,"(25, 30]",0.0,330205.0
16683,ITALVA,"(30, 35]",0.0,330205.0
16684,ITALVA,"(35, 40]",0.0,330205.0
16685,ITALVA,"(40, 45]",2.0,330205.0
16686,ITALVA,"(45, 50]",0.0,330205.0
16687,ITALVA,"(50, 55]",0.0,330205.0
16688,ITALVA,"(55, 60]",0.0,330205.0
16689,ITALVA,"(60, 65]",1.0,330205.0
16690,ITALVA,"(65, 70]",3.0,330205.0
16691,ITALVA,"(70, 75]",1.0,330205.0
16692,ITALVA,"(75, 80]",0.0,330205.0
16693,ITALVA,"(80, 99]",2.0,330205.0
16694,ITAMARAJU,"(0, 5]",0.0,291560.0
16695,ITAMARAJU,"(5, 10]",0.0,291560.0
16696,ITAMARAJU,"(10, 15]",0.0,291560.0
16697,ITAMARAJU,"(15, 20]",0.0,291560.0
16698,ITAMARAJU,"(20, 25]",0.0,291560.0
16699,ITAMARAJU,"(25, 30]",0.0,291560.0
16700,ITAMARAJU,"(30, 35]",0.0,291560.0
16701,ITAMARAJU,"(35, 40]",0.0,291560.0
16702,ITAMARAJU,"(40, 45]",0.0,291560.0
16703,ITAMARAJU,"(45, 50]",2.0,291560.0
16704,ITAMARAJU,"(50, 55]",0.0,291560.0
16705,ITAMARAJU,"(55, 60]",2.0,291560.0
16706,ITAMARAJU,"(60, 65]",0.0,291560.0
16707,ITAMARAJU,"(65, 70]",1.0,291560.0
16708,ITAMARAJU,"(70, 75]",4.0,291560.0
16709,ITAMARAJU,"(75, 80]",1.0,291560.0
16710,ITAMARAJU,"(80, 99]",7.0,291560.0
16711,ITAMARANDIBA,"(0, 5]",0.0,313250.0
16712,ITAMARANDIBA,"(5, 10]",0.0,313250.0
16713,ITAMARANDIBA,"(10, 15]",0.0,313250.0
16714,ITAMARANDIBA,"(15, 20]",0.0,313250.0
16715,ITAMARANDIBA,"(20, 25]",0.0,313250.0
16716,ITAMARANDIBA,"(25, 30]",0.0,313250.0
16717,ITAMARANDIBA,"(30, 35]",0.0,313250.0
16718,ITAMARANDIBA,"(35, 40]",0.0,313250.0
16719,ITAMARANDIBA,"(40, 45]",0.0,313250.0
16720,ITAMARANDIBA,"(45, 50]",0.0,313250.0
16721,ITAMARANDIBA,"(50, 55]",0.0,313250.0
16722,ITAMARANDIBA,"(55, 60]",0.0,313250.0
16723,ITAMARANDIBA,"(60, 65]",1.0,313250.0
16724,ITAMARANDIBA,"(65, 70]",0.0,313250.0
16725,ITAMARANDIBA,"(70, 75]",0.0,313250.0
16726,ITAMARANDIBA,"(75, 80]",0.0,313250.0
16727,ITAMARANDIBA,"(80, 99]",0.0,313250.0
16728,ITAMBACURI,"(0, 5]",0.0,313270.0
16729,ITAMBACURI,"(5, 10]",0.0,313270.0
16730,ITAMBACURI,"(10, 15]",0.0,313270.0
16731,ITAMBACURI,"(15, 20]",0.0,313270.0
16732,ITAMBACURI,"(20, 25]",0.0,313270.0
16733,ITAMBACURI,"(25, 30]",0.0,313270.0
16734,ITAMBACURI,"(30, 35]",0.0,313270.0
16735,ITAMBACURI,"(35, 40]",0.0,313270.0
16736,ITAMBACURI,"(40, 45]",0.0,313270.0
16737,ITAMBACURI,"(45, 50]",0.0,313270.0
16738,ITAMBACURI,"(50, 55]",0.0,313270.0
16739,ITAMBACURI,"(55, 60]",0.0,313270.0
16740,ITAMBACURI,"(60, 65]",0.0,313270.0
16741,ITAMBACURI,"(65, 70]",0.0,313270.0
16742,ITAMBACURI,"(70, 75]",0.0,313270.0
16743,ITAMBACURI,"(75, 80]",0.0,313270.0
16744,ITAMBACURI,"(80, 99]",1.0,313270.0
16745,ITAMBE,"(0, 5]",0.0,260765.0
16746,ITAMBE,"(5, 10]",0.0,260765.0
16747,ITAMBE,"(10, 15]",0.0,260765.0
16748,ITAMBE,"(15, 20]",0.0,260765.0
16749,ITAMBE,"(20, 25]",0.0,260765.0
16750,ITAMBE,"(25, 30]",0.0,260765.0
16751,ITAMBE,"(30, 35]",0.0,260765.0
16752,ITAMBE,"(35, 40]",0.0,260765.0
16753,ITAMBE,"(40, 45]",1.0,260765.0
16754,ITAMBE,"(45, 50]",0.0,260765.0
16755,ITAMBE,"(50, 55]",2.0,260765.0
16756,ITAMBE,"(55, 60]",1.0,260765.0
16757,ITAMBE,"(60, 65]",0.0,260765.0
16758,ITAMBE,"(65, 70]",1.0,260765.0
16759,ITAMBE,"(70, 75]",3.0,260765.0
16760,ITAMBE,"(75, 80]",4.0,260765.0
16761,ITAMBE,"(80, 99]",6.0,260765.0
16762,ITAMOGI,"(0, 5]",0.0,313290.0
16763,ITAMOGI,"(5, 10]",0.0,313290.0
16764,ITAMOGI,"(10, 15]",0.0,313290.0
16765,ITAMOGI,"(15, 20]",0.0,313290.0
16766,ITAMOGI,"(20, 25]",0.0,313290.0
16767,ITAMOGI,"(25, 30]",0.0,313290.0
16768,ITAMOGI,"(30, 35]",0.0,313290.0
16769,ITAMOGI,"(35, 40]",0.0,313290.0
16770,ITAMOGI,"(40, 45]",0.0,313290.0
16771,ITAMOGI,"(45, 50]",0.0,313290.0
16772,ITAMOGI,"(50, 55]",0.0,313290.0
16773,ITAMOGI,"(55, 60]",0.0,313290.0
16774,ITAMOGI,"(60, 65]",0.0,313290.0
16775,ITAMOGI,"(65, 70]",1.0,313290.0
16776,ITAMOGI,"(70, 75]",1.0,313290.0
16777,ITAMOGI,"(75, 80]",0.0,313290.0
16778,ITAMOGI,"(80, 99]",2.0,313290.0
16779,ITAMONTE,"(0, 5]",0.0,313300.0
16780,ITAMONTE,"(5, 10]",0.0,313300.0
16781,ITAMONTE,"(10, 15]",0.0,313300.0
16782,ITAMONTE,"(15, 20]",0.0,313300.0
16783,ITAMONTE,"(20, 25]",0.0,313300.0
16784,ITAMONTE,"(25, 30]",0.0,313300.0
16785,ITAMONTE,"(30, 35]",0.0,313300.0
16786,ITAMONTE,"(35, 40]",0.0,313300.0
16787,ITAMONTE,"(40, 45]",0.0,313300.0
16788,ITAMONTE,"(45, 50]",0.0,313300.0
16789,ITAMONTE,"(50, 55]",0.0,313300.0
16790,ITAMONTE,"(55, 60]",0.0,313300.0
16791,ITAMONTE,"(60, 65]",0.0,313300.0
16792,ITAMONTE,"(65, 70]",1.0,313300.0
16793,ITAMONTE,"(70, 75]",1.0,313300.0
16794,ITAMONTE,"(75, 80]",0.0,313300.0
16795,ITAMONTE,"(80, 99]",3.0,313300.0
16796,ITANHAEM,"(0, 5]",0.0,352210.0
16797,ITANHAEM,"(5, 10]",0.0,352210.0
16798,ITANHAEM,"(10, 15]",0.0,352210.0
16799,ITANHAEM,"(15, 20]",0.0,352210.0
16800,ITANHAEM,"(20, 25]",0.0,352210.0
16801,ITANHAEM,"(25, 30]",0.0,352210.0
16802,ITANHAEM,"(30, 35]",1.0,352210.0
16803,ITANHAEM,"(35, 40]",3.0,352210.0
16804,ITANHAEM,"(40, 45]",4.0,352210.0
16805,ITANHAEM,"(45, 50]",1.0,352210.0
16806,ITANHAEM,"(50, 55]",1.0,352210.0
16807,ITANHAEM,"(55, 60]",8.0,352210.0
16808,ITANHAEM,"(60, 65]",4.0,352210.0
16809,ITANHAEM,"(65, 70]",8.0,352210.0
16810,ITANHAEM,"(70, 75]",11.0,352210.0
16811,ITANHAEM,"(75, 80]",3.0,352210.0
16812,ITANHAEM,"(80, 99]",11.0,352210.0
16813,ITANHANDU,"(0, 5]",0.0,313310.0
16814,ITANHANDU,"(5, 10]",0.0,313310.0
16815,ITANHANDU,"(10, 15]",0.0,313310.0
16816,ITANHANDU,"(15, 20]",0.0,313310.0
16817,ITANHANDU,"(20, 25]",0.0,313310.0
16818,ITANHANDU,"(25, 30]",0.0,313310.0
16819,ITANHANDU,"(30, 35]",0.0,313310.0
16820,ITANHANDU,"(35, 40]",0.0,313310.0
16821,ITANHANDU,"(40, 45]",0.0,313310.0
16822,ITANHANDU,"(45, 50]",0.0,313310.0
16823,ITANHANDU,"(50, 55]",1.0,313310.0
16824,ITANHANDU,"(55, 60]",0.0,313310.0
16825,ITANHANDU,"(60, 65]",1.0,313310.0
16826,ITANHANDU,"(65, 70]",0.0,313310.0
16827,ITANHANDU,"(70, 75]",1.0,313310.0
16828,ITANHANDU,"(75, 80]",2.0,313310.0
16829,ITANHANDU,"(80, 99]",5.0,313310.0
16830,ITANHEM,"(0, 5]",0.0,291600.0
16831,ITANHEM,"(5, 10]",0.0,291600.0
16832,ITANHEM,"(10, 15]",0.0,291600.0
16833,ITANHEM,"(15, 20]",0.0,291600.0
16834,ITANHEM,"(20, 25]",0.0,291600.0
16835,ITANHEM,"(25, 30]",0.0,291600.0
16836,ITANHEM,"(30, 35]",0.0,291600.0
16837,ITANHEM,"(35, 40]",0.0,291600.0
16838,ITANHEM,"(40, 45]",0.0,291600.0
16839,ITANHEM,"(45, 50]",0.0,291600.0
16840,ITANHEM,"(50, 55]",1.0,291600.0
16841,ITANHEM,"(55, 60]",0.0,291600.0
16842,ITANHEM,"(60, 65]",0.0,291600.0
16843,ITANHEM,"(65, 70]",0.0,291600.0
16844,ITANHEM,"(70, 75]",0.0,291600.0
16845,ITANHEM,"(75, 80]",1.0,291600.0
16846,ITANHEM,"(80, 99]",1.0,291600.0
16847,ITANHOMI,"(0, 5]",0.0,313320.0
16848,ITANHOMI,"(5, 10]",0.0,313320.0
16849,ITANHOMI,"(10, 15]",0.0,313320.0
16850,ITANHOMI,"(15, 20]",0.0,313320.0
16851,ITANHOMI,"(20, 25]",0.0,313320.0
16852,ITANHOMI,"(25, 30]",0.0,313320.0
16853,ITANHOMI,"(30, 35]",0.0,313320.0
16854,ITANHOMI,"(35, 40]",0.0,313320.0
16855,ITANHOMI,"(40, 45]",0.0,313320.0
16856,ITANHOMI,"(45, 50]",0.0,313320.0
16857,ITANHOMI,"(50, 55]",0.0,313320.0
16858,ITANHOMI,"(55, 60]",0.0,313320.0
16859,ITANHOMI,"(60, 65]",0.0,313320.0
16860,ITANHOMI,"(65, 70]",0.0,313320.0
16861,ITANHOMI,"(70, 75]",0.0,313320.0
16862,ITANHOMI,"(75, 80]",0.0,313320.0
16863,ITANHOMI,"(80, 99]",1.0,313320.0
16864,ITAOBIM,"(0, 5]",0.0,313330.0
16865,ITAOBIM,"(5, 10]",0.0,313330.0
16866,ITAOBIM,"(10, 15]",0.0,313330.0
16867,ITAOBIM,"(15, 20]",0.0,313330.0
16868,ITAOBIM,"(20, 25]",0.0,313330.0
16869,ITAOBIM,"(25, 30]",0.0,313330.0
16870,ITAOBIM,"(30, 35]",0.0,313330.0
16871,ITAOBIM,"(35, 40]",2.0,313330.0
16872,ITAOBIM,"(40, 45]",0.0,313330.0
16873,ITAOBIM,"(45, 50]",0.0,313330.0
16874,ITAOBIM,"(50, 55]",1.0,313330.0
16875,ITAOBIM,"(55, 60]",1.0,313330.0
16876,ITAOBIM,"(60, 65]",2.0,313330.0
16877,ITAOBIM,"(65, 70]",1.0,313330.0
16878,ITAOBIM,"(70, 75]",2.0,313330.0
16879,ITAOBIM,"(75, 80]",1.0,313330.0
16880,ITAOBIM,"(80, 99]",2.0,313330.0
16881,ITAOCARA,"(0, 5]",0.0,330210.0
16882,ITAOCARA,"(5, 10]",0.0,330210.0
16883,ITAOCARA,"(10, 15]",0.0,330210.0
16884,ITAOCARA,"(15, 20]",0.0,330210.0
16885,ITAOCARA,"(20, 25]",0.0,330210.0
16886,ITAOCARA,"(25, 30]",0.0,330210.0
16887,ITAOCARA,"(30, 35]",0.0,330210.0
16888,ITAOCARA,"(35, 40]",1.0,330210.0
16889,ITAOCARA,"(40, 45]",2.0,330210.0
16890,ITAOCARA,"(45, 50]",4.0,330210.0
16891,ITAOCARA,"(50, 55]",0.0,330210.0
16892,ITAOCARA,"(55, 60]",1.0,330210.0
16893,ITAOCARA,"(60, 65]",3.0,330210.0
16894,ITAOCARA,"(65, 70]",4.0,330210.0
16895,ITAOCARA,"(70, 75]",5.0,330210.0
16896,ITAOCARA,"(75, 80]",4.0,330210.0
16897,ITAOCARA,"(80, 99]",5.0,330210.0
16898,ITAPACI,"(0, 5]",0.0,521090.0
16899,ITAPACI,"(5, 10]",0.0,521090.0
16900,ITAPACI,"(10, 15]",0.0,521090.0
16901,ITAPACI,"(15, 20]",0.0,521090.0
16902,ITAPACI,"(20, 25]",0.0,521090.0
16903,ITAPACI,"(25, 30]",0.0,521090.0
16904,ITAPACI,"(30, 35]",0.0,521090.0
16905,ITAPACI,"(35, 40]",0.0,521090.0
16906,ITAPACI,"(40, 45]",0.0,521090.0
16907,ITAPACI,"(45, 50]",1.0,521090.0
16908,ITAPACI,"(50, 55]",1.0,521090.0
16909,ITAPACI,"(55, 60]",1.0,521090.0
16910,ITAPACI,"(60, 65]",1.0,521090.0
16911,ITAPACI,"(65, 70]",0.0,521090.0
16912,ITAPACI,"(70, 75]",2.0,521090.0
16913,ITAPACI,"(75, 80]",0.0,521090.0
16914,ITAPACI,"(80, 99]",1.0,521090.0
16915,ITAPAGE,"(0, 5]",0.0,230630.0
16916,ITAPAGE,"(5, 10]",0.0,230630.0
16917,ITAPAGE,"(10, 15]",0.0,230630.0
16918,ITAPAGE,"(15, 20]",0.0,230630.0
16919,ITAPAGE,"(20, 25]",0.0,230630.0
16920,ITAPAGE,"(25, 30]",0.0,230630.0
16921,ITAPAGE,"(30, 35]",0.0,230630.0
16922,ITAPAGE,"(35, 40]",1.0,230630.0
16923,ITAPAGE,"(40, 45]",0.0,230630.0
16924,ITAPAGE,"(45, 50]",4.0,230630.0
16925,ITAPAGE,"(50, 55]",4.0,230630.0
16926,ITAPAGE,"(55, 60]",5.0,230630.0
16927,ITAPAGE,"(60, 65]",3.0,230630.0
16928,ITAPAGE,"(65, 70]",2.0,230630.0
16929,ITAPAGE,"(70, 75]",8.0,230630.0
16930,ITAPAGE,"(75, 80]",8.0,230630.0
